0,Type,ID,Created,Description,Amount,Currency,Converted Amount,Fees,Net,Converted Currency,Details,Customer ID,Customer Email,Customer Name,purpose (metadata),phorest_client_id (metadata)
33971,Charge,ch_3SI9wJLrnBTnlT7b08lGp2Wj,14/10/2025 15:15,33971:Hey Hair,369.05,aud,369.05,0,369.05,aud,33971_for_stripe,cus_JKTODX30MJEr3Z,info+33971_000CTY70@phorest.com,,addnewcard,33971
34057,Charge,ch_3SI9wMLrnBTnlT7b0H8XTttt,14/10/2025 15:15,34057:Daphne Salon,417.48,aud,417.48,0,417.48,aud,34057_for_stripe,cus_MsSUP6inyyxmzM,,,addnewcard,34057
34147,Charge,ch_3SI9wOLrnBTnlT7b09Dat0lk,14/10/2025 15:15,34147:Face On,323.27,aud,323.27,0,323.27,aud,34147_for_stripe,cus_IR2vOtMeRqhroM,info+34147_L66A7632@phorest.com,,paysignupbycard1,34147
34315,Charge,ch_3SI9wQLrnBTnlT7b0efspuhl,14/10/2025 15:15,34315:Adam & Eve Laser & Beauty Clinic,246.11,aud,246.11,0,246.11,aud,34315_for_stripe,cus_N240wOr1CtpKom,,,addnewcard,34315
34499,Charge,ch_3SI9wTLrnBTnlT7b15sA2BRE,14/10/2025 15:15,34499:Holland & Co Hair,214.08,aud,214.08,0,214.08,aud,34499_for_stripe,cus_NmIOL8uJikLPNv,,,addnewcard,34499
34572,Charge,ch_3SI9wVLrnBTnlT7b0eCjnsoK,14/10/2025 15:15,34572:The Injectables Queen,339.9,aud,339.9,0,339.9,aud,34572_for_stripe,cus_NkySiWIg9OQB3K,,,addnewcard,34572
34617,Charge,ch_3SI9wXLrnBTnlT7b1mpi6f4B,14/10/2025 15:15,34617:Blue Ocean Beauty & Skincare,423.18,aud,423.18,0,423.18,aud,34617_for_stripe,cus_Ik9CcIvVIeLXeA,info+34617_518C1W75@phorest.com,,paysignupbycard1,34617
34721,Charge,ch_3SI9wZLrnBTnlT7b11gAEw1e,14/10/2025 15:15,34721:Touch Body & Soul,212.54,aud,212.54,0,212.54,aud,34721_for_stripe,cus_TAeljV5pREMMnV,,,addnewcard,34721
34922,Charge,ch_3SI9weLrnBTnlT7b15u0Gm2S,14/10/2025 15:15,34922:Lady Lash Newtown,478.16,aud,478.16,0,478.16,aud,34922_for_stripe,cus_PmAmkKEdG387zf,,,addnewcard,34922
34938,Charge,ch_3SI9whLrnBTnlT7b0kp1vEtM,14/10/2025 15:15,34938:Lady Lash Parramatta,390.46,aud,390.46,0,390.46,aud,34938_for_stripe,cus_PmAlxWvqMOnexL,,,addnewcard,34938
34940,Charge,ch_3SI9wjLrnBTnlT7b1duoQox2,14/10/2025 15:15,34940:Be Pure Hair & Beauty,234.72,aud,234.72,0,234.72,aud,34940_for_stripe,cus_RHk259eUdlBtUW,,,addnewcard,34940
35185,Charge,ch_3SI9wlLrnBTnlT7b09lzX87W,14/10/2025 15:15,35185:The Brow Bar - Noosa,341,aud,341,0,341,aud,35185_for_stripe,cus_NrQGsOnFWo33Ta,,,addnewcard,35185
35186,Charge,ch_3SI9woLrnBTnlT7b0xLCw7zC,14/10/2025 15:15,35186:Hotlocks by Rachael,185.9,aud,185.9,0,185.9,aud,35186_for_stripe,cus_MNf3s778iFJAhL,,,addnewcard,35186
35450,Charge,ch_3SI9wqLrnBTnlT7b1PkEaIPG,14/10/2025 15:15,35450:Mani Pedi Nail Salon,346.42,aud,346.42,0,346.42,aud,35450_for_stripe,cus_SueBZQanqAvbXu,,,addnewcard,35450
35517,Charge,ch_3SI9wvLrnBTnlT7b1htSqoXz,14/10/2025 15:15,35517:Australian Laser & Skin,383.9,aud,383.9,0,383.9,aud,35517_for_stripe,cus_QmuRiTGSSh8wpS,,,addnewcard,35517
37699,Charge,ch_3SI9wyLrnBTnlT7b11h6dsYI,14/10/2025 15:15,37699:The Lounge Beauty Co - The Glen Shopping Centre,192.68,aud,192.68,0,192.68,aud,37699_for_stripe,cus_NwJACMDKwyQaJB,,,addnewcard,37699
37829,Charge,ch_3SI9x3LrnBTnlT7b1HpTha67,14/10/2025 15:15,37829:NEA - Natalie Everett Aesthetics,224.55,aud,224.55,0,224.55,aud,37829_for_stripe,cus_KQEGhxAH2P6a1U,,,addnewcard,37829
37852,Charge,ch_3SI9x6LrnBTnlT7b1YZ5Zr5V,14/10/2025 15:15,37852:Zanik Hair Design,362.08,aud,362.08,0,362.08,aud,37852_for_stripe,cus_QkWf8Xlx3k9KIN,,,addnewcard,37852
37966,Charge,ch_3SI9x8LrnBTnlT7b0eHJEHxr,14/10/2025 15:15,37966:Caledonia Beauty Studio,254.83,aud,254.83,0,254.83,aud,37966_for_stripe,cus_QUsoKmpThBks89,,,addnewcard,37966
38089,Charge,ch_3SI9xALrnBTnlT7b0AovkSpx,14/10/2025 15:15,38089:Bixie Colour Caringbah,494.9,aud,494.9,0,494.9,aud,38089_for_stripe,cus_Rom5JIP8nXFq0C,,,addnewcard,38089
35873,Charge,ch_3SI9xFLrnBTnlT7b0okRJ4Em,14/10/2025 15:16,35873:CitySlim,375.12,aud,375.12,0,375.12,aud,35873_for_stripe,cus_K3lzf44RALpUvC,,,addnewcard,35873
35975,Charge,ch_3SI9xILrnBTnlT7b0qlEHeFd,14/10/2025 15:16,35975:Femina Hair & Beauty Pty Ltd,195.14,aud,195.14,0,195.14,aud,35975_for_stripe,cus_SvjtPAyGACeWu9,,,addnewcard,35975
36117,Charge,ch_3SI9xKLrnBTnlT7b0761Z9FD,14/10/2025 15:16,36117:Bliss Beauty and Body,545.85,aud,545.85,0,545.85,aud,36117_for_stripe,cus_LdBZySxdRjsA1B,,,addnewcard,36117
36180,Charge,ch_3SI9xNLrnBTnlT7b0aE8WskF,14/10/2025 15:16,36180:HER on Oxford,430.87,aud,430.87,0,430.87,aud,36180_for_stripe,cus_NPPyus273fcpnC,,,addnewcard,36180
36309,Charge,ch_3SI9xPLrnBTnlT7b0OTsRGIY,14/10/2025 15:16,36309:The Artistry Sydney,266.57,aud,266.57,0,266.57,aud,36309_for_stripe,cus_SjJs0JBeuB9vDr,,,addnewcard,36309
36968,Charge,ch_3SI9xbLrnBTnlT7b1LDTNV9Y,14/10/2025 15:16,36968:Adora Haus,429.64,aud,429.64,0,429.64,aud,36968_for_stripe,cus_SjMLJarqGSrZkd,,,addnewcard,36968
36969,Charge,ch_3SI9xeLrnBTnlT7b0UZlNIpE,14/10/2025 15:16,36969:Garbo & Kelly,382.7,aud,382.7,0,382.7,aud,36969_for_stripe,cus_JRDi2DkxzuhIu9,info+36969_5P192Z24@phorest.com,,paysignupbycard1,36969
37082,Charge,ch_3SI9xgLrnBTnlT7b0tcs4Dja,14/10/2025 15:16,37082:Brush Hair And Body,370.26,aud,370.26,0,370.26,aud,37082_for_stripe,cus_JTSrpXy7J0JWJk,info+37082_X6752THS@phorest.com,,paysignupbycard1,37082
37268,Charge,ch_3SI9xiLrnBTnlT7b0rCmVBBr,14/10/2025 15:16,37268:FCB Canberra,393.8,aud,393.8,0,393.8,aud,37268_for_stripe,cus_SDpNXl1sSprdWI,,,addnewcard,37268
37269,Charge,ch_3SI9xlLrnBTnlT7b0EuVfut8,14/10/2025 15:16,37269:About Face Salon and Spa,365.77,aud,365.77,0,365.77,aud,37269_for_stripe,cus_JWSFf2glp0zN79,info+37269_XWL5IB62@phorest.com,,paysignupbycard1,37269
37290,Charge,ch_3SI9xnLrnBTnlT7b0tsjKnMm,14/10/2025 15:16,37290:Zhen Skin Clinic,411.13,aud,411.13,0,411.13,aud,37290_for_stripe,cus_RRBmGQ4XkiYz0T,,,addnewcard,37290
37381,Charge,ch_3SI9xqLrnBTnlT7b1KOYgsmg,14/10/2025 15:16,37381:Eco Village Hair,250.73,aud,250.73,0,250.73,aud,37381_for_stripe,cus_SQKABacn6u1Gmr,,,addnewcard,37381
37407,Charge,ch_3SI9xsLrnBTnlT7b17OCbKJj,14/10/2025 15:16,37407:Narrogin Beauty Clinic,305.4,aud,305.4,0,305.4,aud,37407_for_stripe,cus_PPlMegS9qiu0Lq,,,addnewcard,37407
37593,Charge,ch_3SI9xxLrnBTnlT7b05ut9Uci,14/10/2025 15:16,37593:Judena Hair,448.99,aud,448.99,0,448.99,aud,37593_for_stripe,cus_Je0LUAX0eA5eLV,,,paysignupbycard1,37593
37595,Charge,ch_3SI9xzLrnBTnlT7b1m5y0zYS,14/10/2025 15:16,37595:Sheshwarz Hair Body & Beauty,535.57,aud,535.57,0,535.57,aud,37595_for_stripe,cus_Je10tvjFXWaobp,,,paysignupbycard1,37595
37613,Charge,ch_3SI9y2LrnBTnlT7b0JTT3GNt,14/10/2025 15:16,37613:The Disco,457.85,aud,457.85,0,457.85,aud,37613_for_stripe,cus_JeGBe3U0C08yWw,,,paysignupbycard1,37613
37615,Charge,ch_3SI9y4LrnBTnlT7b1NsYCZm8,14/10/2025 15:16,37615:FACEFIT ON MAIN,430.46,aud,430.46,0,430.46,aud,37615_for_stripe,cus_SickbPdQgFCgNO,,,addnewcard,37615
37698,Charge,ch_3SI9y6LrnBTnlT7b1WjXnbyr,14/10/2025 15:16,37698:The Lounge Beauty Co - Melbourne Central Shopping Centre,202.38,aud,202.38,0,202.38,aud,37698_for_stripe,cus_NwG5CtyAGcqqQ3,,,addnewcard,37698
38094,Charge,ch_3SI9y9LrnBTnlT7b0PpB3F4v,14/10/2025 15:16,38094:Bespoke Beauty By Liana,97.9,aud,97.9,0,97.9,aud,38094_for_stripe,cus_KbrrBTsFulM1dC,,,addnewcard,38094
38097,Charge,ch_3SI9yBLrnBTnlT7b0tBlT5Oj,14/10/2025 15:16,38097:Indulgence Salon and Spa,339.9,aud,339.9,0,339.9,aud,38097_for_stripe,cus_RRDms9PzIThqK5,,,addnewcard,38097
38440,Charge,ch_3SI9yILrnBTnlT7b0JBZ8yyg,14/10/2025 15:17,38440:Australian Laser & Skin,383.9,aud,383.9,0,383.9,aud,38440_for_stripe,cus_QwTV17qmNYALff,,,addnewcard,38440
38444,Charge,ch_3SI9yKLrnBTnlT7b1ZQXKGCe,14/10/2025 15:17,38444:Australian Laser & Skin,383.9,aud,383.9,0,383.9,aud,38444_for_stripe,cus_QvLbvodvToQlJX,,,addnewcard,38444
38447,Charge,ch_3SI9yMLrnBTnlT7b0hTIoeCK,14/10/2025 15:17,38447:Teeda Skin Health and Beauty Pty Ltd,498.44,aud,498.44,0,498.44,aud,38447_for_stripe,cus_RFaHUEYNX1xY2h,,,addnewcard,38447
38531,Charge,ch_3SI9yaLrnBTnlT7b1GQHUc8D,14/10/2025 15:17,38531:Australian Laser & Skin,383.9,aud,383.9,0,383.9,aud,38531_for_stripe,cus_QmuPbFmUkYCVGU,,,addnewcard,38531
38582,Charge,ch_3SI9ycLrnBTnlT7b10oMuZot,14/10/2025 15:17,38582:interlocks hair face body,356.24,aud,356.24,0,356.24,aud,38582_for_stripe,cus_SicS8mrvdoal41,,,addnewcard,38582
38704,Charge,ch_3SI9yfLrnBTnlT7b0bKFklBh,14/10/2025 15:17,38704:Parlour O,546.29,aud,546.29,0,546.29,aud,38704_for_stripe,cus_T4QtMP0nzNQdGa,,,addnewcard,38704
38889,Charge,ch_3SI9yhLrnBTnlT7b0Tp7dIHF,14/10/2025 15:17,38889:OC Skin,353.62,aud,353.62,0,353.62,aud,38889_for_stripe,cus_MtxDkfscu3Sv7Z,,,addnewcard,38889
38916,Charge,ch_3SI9ykLrnBTnlT7b1ZNnhbSs,14/10/2025 15:17,38916:Shampoo Avenue,216.39,aud,216.39,0,216.39,aud,38916_for_stripe,cus_Kd0SQL7OgzXZBR,,,addnewcard,38916
39096,Charge,ch_3SI9ymLrnBTnlT7b0swgRq83,14/10/2025 15:17,39096:Bauhaus Hair Design,317.9,aud,317.9,0,317.9,aud,39096_for_stripe,cus_SAomtriEICQtw4,,,addnewcard,39096
39101,Charge,ch_3SI9ypLrnBTnlT7b1qxXYnmG,14/10/2025 15:17,39101:Mani Pedi Nail Salon,339.9,aud,339.9,0,339.9,aud,39101_for_stripe,cus_P4H7eVpx9DGN0L,,,addnewcard,39101
39124,Charge,ch_3SI9yrLrnBTnlT7b0ewDINpD,14/10/2025 15:17,39124:Hair Co Beauty Lounge,211,aud,211,0,211,aud,39124_for_stripe,cus_PewRb4pzNgnH6Y,,,addnewcard,39124
39128,Charge,ch_3SI9ytLrnBTnlT7b1d3EJrB6,14/10/2025 15:17,39128:Complete Skin & Beauty Springfield Central,433.4,aud,433.4,0,433.4,aud,39128_for_stripe,cus_KE2t5jMdpmMM9u,,,paysignupbycard1,39128
39129,Charge,ch_3SI9ywLrnBTnlT7b1TGCC1Zs,14/10/2025 15:17,39129:Face Clinik,317.9,aud,317.9,0,317.9,aud,39129_for_stripe,cus_SubXjMCWRq3ZX9,,,addnewcard,39129
39210,Charge,ch_3SI9yyLrnBTnlT7b0uB2YQxD,14/10/2025 15:17,39210:The LaserDerm Clinic,317.9,aud,317.9,0,317.9,aud,39210_for_stripe,cus_QxLa1qNOAzj1vy,,,addnewcard,39210
39233,Charge,ch_3SI9z0LrnBTnlT7b0bxDosHA,14/10/2025 15:17,39233:Edward McMillan Hairdressing,387.84,aud,387.84,0,387.84,aud,39233_for_stripe,cus_SjLVcCDHrGTMTY,,,addnewcard,39233
39239,Charge,ch_3SI9z3LrnBTnlT7b0ZVtceGE,14/10/2025 15:17,39239:You Beauty,458.46,aud,458.46,0,458.46,aud,39239_for_stripe,cus_R4LdgRrxWelhKO,,,addnewcard,39239
39287,Charge,ch_3SI9z5LrnBTnlT7b159kralI,14/10/2025 15:17,39287:MOE & Co. Batemens Bay,185.9,aud,185.9,0,185.9,aud,39287_for_stripe,cus_KHMl2bvb9Lgf4H,,,paysignupbycard1,39287
39325,Charge,ch_3SI9z7LrnBTnlT7b0c6beobw,14/10/2025 15:17,39325:Advanced Skin and Beauty Clinic,334.92,aud,334.92,0,334.92,aud,39325_for_stripe,cus_RGiq9mVXpcqNOd,,,addnewcard,39325
39472,Charge,ch_3SI9zALrnBTnlT7b10dJJfCo,14/10/2025 15:18,39472:Blue Moon Wellness Spa,156.02,aud,156.02,0,156.02,aud,39472_for_stripe,cus_PR87vi47Ie6Tr5,,,addnewcard,39472
39620,Charge,ch_3SI9zJLrnBTnlT7b1Lb0abyD,14/10/2025 15:18,39620:My Body Vibes,317.9,aud,317.9,0,317.9,aud,39620_for_stripe,cus_SibzrTEHNtg6ZY,,,addnewcard,39620
39621,Charge,ch_3SI9zLLrnBTnlT7b0Bjs9s6D,14/10/2025 15:18,39621:My Body Vibes,317.9,aud,317.9,0,317.9,aud,39621_for_stripe,cus_SibzE7REF5d9va,,,addnewcard,39621
39635,Charge,ch_3SI9zNLrnBTnlT7b1LPljAdU,14/10/2025 15:18,39635:Ellie Dunne Collective Pty Ltd,317.9,aud,317.9,0,317.9,aud,39635_for_stripe,cus_OfzdLV6TeyAEFv,,,addnewcard,39635
39679,Charge,ch_3SI9zQLrnBTnlT7b18HPOXYh,14/10/2025 15:18,39679:Maison Jacquet,342.68,aud,342.68,0,342.68,aud,39679_for_stripe,cus_NaUlgDbUE83qGA,,,addnewcard,39679
39693,Charge,ch_3SI9zTLrnBTnlT7b1mTHZD7O,14/10/2025 15:18,39693:Grand Royal Thai Massage & Thai Royal Massage,317.9,aud,317.9,0,317.9,aud,39693_for_stripe,cus_NZd6foN2ahsXRq,,,addnewcard,39693
39733,Charge,ch_3SI9zVLrnBTnlT7b0XF029aY,14/10/2025 15:18,39733:Coil Hair Studio,501.72,aud,501.72,0,501.72,aud,39733_for_stripe,cus_PmDCdlDFIIJzHj,,,addnewcard,39733
39758,Charge,ch_3SI9zXLrnBTnlT7b1O0YVIqo,14/10/2025 15:18,39758:The Mane Attic,97.9,aud,97.9,0,97.9,aud,39758_for_stripe,cus_Q9nkzQFHAuL6uW,,,addnewcard,39758
39759,Charge,ch_3SI9zaLrnBTnlT7b1zL2gEi1,14/10/2025 15:18,39759:Rocaverde,396.73,aud,396.73,0,396.73,aud,39759_for_stripe,cus_KS4bHIsL2FofJE,,,paysignupbycard1,39759
39786,Charge,ch_3SI9zcLrnBTnlT7b1lvK9xJR,14/10/2025 15:18,39786:Grand Sydney Thai Massage,317.9,aud,317.9,0,317.9,aud,39786_for_stripe,cus_NiNH8YKEufBTxZ,,,addnewcard,39786
39822,Charge,ch_3SI9zeLrnBTnlT7b0rqZNZSL,14/10/2025 15:18,39822:CULT COSMETICA,277.69,aud,277.69,0,277.69,aud,39822_for_stripe,cus_N1j0Iy3RKHqu94,,,addnewcard,39822
39997,Charge,ch_3SI9zhLrnBTnlT7b1bI9kThV,14/10/2025 15:18,39997:Tranquil Essence Brisbane,317.9,aud,317.9,0,317.9,aud,39997_for_stripe,cus_T5x3EGS4ZwOO01,,,addnewcard,39997
40014,Charge,ch_3SI9zjLrnBTnlT7b0sH5mB2x,14/10/2025 15:18,40014:HIP Hair Studios,278.15,aud,278.15,0,278.15,aud,40014_for_stripe,cus_O7qCJHqYTU8p4X,,,addnewcard,40014
40292,Charge,ch_3SI9zoLrnBTnlT7b0PGNz7sO,14/10/2025 15:18,40292:Infinity Hair and Beauty,207.77,aud,207.77,0,207.77,aud,40292_for_stripe,cus_LpDKWMf3ntBUXd,,,addnewcard,40292
40437,Charge,ch_3SI9zqLrnBTnlT7b1BiYnqiO,14/10/2025 15:18,40437:MOE & Co. Belconnen,229.79,aud,229.79,0,229.79,aud,40437_for_stripe,cus_L8yAhSpCy8IX5V,,,addnewcard,40437
40498,Charge,ch_3SI9ztLrnBTnlT7b16XNh1DU,14/10/2025 15:18,40498:Hause of Hair,317.9,aud,317.9,0,317.9,aud,40498_for_stripe,cus_KepVFQVWTkFRcW,,,paysignupbycard1,40498
40499,Charge,ch_3SI9zvLrnBTnlT7b08zxPOnX,14/10/2025 15:18,40499:Inigo Cosmetic,434.78,aud,434.78,0,434.78,aud,40499_for_stripe,cus_T67FdZcRAXSv2J,,,addnewcard,40499
40634,Charge,ch_3SI9zxLrnBTnlT7b1zS7M8Sz,14/10/2025 15:18,40634:Jackie Lash Co,402.8,aud,402.8,0,402.8,aud,40634_for_stripe,cus_O7pfyMUIja55wC,,,addnewcard,40634
40644,Charge,ch_3SI9zzLrnBTnlT7b0XuM1ifW,14/10/2025 15:18,40644:Coco Parlé Hair Gallery,353.06,aud,353.06,0,353.06,aud,40644_for_stripe,cus_QVxwMiTyMRyHkJ,,,addnewcard,40644
40765,Charge,ch_3SIA07LrnBTnlT7b1MEQQx0E,14/10/2025 15:18,40765:Sculpt Hair and Body,481.25,aud,481.25,0,481.25,aud,40765_for_stripe,cus_KljZL45UMl2T50,,,paysignupbycard1,40765
40820,Charge,ch_3SIA09LrnBTnlT7b1oWzS6ZF,14/10/2025 15:19,40820:Bramis Facial Rejuvenation Clinic,408.13,aud,408.13,0,408.13,aud,40820_for_stripe,cus_Pf5D53u6JaFnpy,,,addnewcard,40820
40823,Charge,ch_3SIA0CLrnBTnlT7b1WxyspUL,14/10/2025 15:19,40823:Bramis Facial Rejuvenation Clinic,442.44,aud,442.44,0,442.44,aud,40823_for_stripe,cus_Pf5F888Uu7igMP,,,addnewcard,40823
40828,Charge,ch_3SIA0ELrnBTnlT7b0xEi9stC,14/10/2025 15:19,40828:Bramis Facial Rejuvenation Clinic,524.82,aud,524.82,0,524.82,aud,40828_for_stripe,cus_NwFRgR6rIeVaPH,,,addnewcard,40828
40920,Charge,ch_3SIA0HLrnBTnlT7b1IfdZAJH,14/10/2025 15:19,40920:SOL + SOMA Salon,627.67,aud,627.67,0,627.67,aud,40920_for_stripe,cus_SBFdpZz7N1M4cB,,,addnewcard,40920
40932,Charge,ch_3SIA0JLrnBTnlT7b1NyxTf15,14/10/2025 15:19,40932:Mira Image Australia Pty Ltd,382.33,aud,382.33,0,382.33,aud,40932_for_stripe,cus_Q91nctnF4sjTBA,,,addnewcard,40932
41010,Charge,ch_3SIA0LLrnBTnlT7b1og8bWoP,14/10/2025 15:19,41010:Samson & Delilah,375.03,aud,375.03,0,375.03,aud,41010_for_stripe,cus_Nr1v3mdNSMh90P,,,addnewcard,41010
41129,Charge,ch_3SIA0OLrnBTnlT7b0ScG5peu,14/10/2025 15:19,41129:Serendipity Hair,390.46,aud,390.46,0,390.46,aud,41129_for_stripe,cus_PVmTH09aDuW1h0,,,addnewcard,41129
41243,Charge,ch_3SIA0QLrnBTnlT7b1qADk22r,14/10/2025 15:19,41243:Holly Garvey,1009.53,aud,1009.53,0,1009.53,aud,41243_for_stripe,cus_QksOXcdA5oQFhy,,,addnewcard,41243
41286,Charge,ch_3SIA0TLrnBTnlT7b02Ek2Ips,14/10/2025 15:19,41286:Hair De Paris by Michele,207,aud,207,0,207,aud,41286_for_stripe,cus_SLnK16P1V4kdl5,,,addnewcard,41286
41435,Charge,ch_3SIA0XLrnBTnlT7b04oHZjiQ,14/10/2025 15:19,41435:Cosmic Mana,97.9,aud,97.9,0,97.9,aud,41435_for_stripe,cus_Nwe14QVNB3RL1j,,,addnewcard,41435
41441,Charge,ch_3SIA0aLrnBTnlT7b1hT6q2vW,14/10/2025 15:19,41441:Salon C Boutique,413.64,aud,413.64,0,413.64,aud,41441_for_stripe,cus_P3dUchT71TUUI5,,,addnewcard,41441
41477,Charge,ch_3SIA0cLrnBTnlT7b1erOVlN5,14/10/2025 15:19,41477:Radiance By Lara,97.9,aud,97.9,0,97.9,aud,41477_for_stripe,cus_QhUH5zEMiYTPh8,,,addnewcard,41477
41478,Charge,ch_3SIA0eLrnBTnlT7b0l9ejAFq,14/10/2025 15:19,41478:Evolve Skin Rejuvenation Clinic,422.8,aud,422.8,0,422.8,aud,41478_for_stripe,cus_SBjma8mt8GLovx,,,addnewcard,41478
41602,Charge,ch_3SIA0hLrnBTnlT7b0rCdn1zp,14/10/2025 15:19,41602:The Injectables Queen,339.9,aud,339.9,0,339.9,aud,41602_for_stripe,cus_Q17bc3DPzdXvVy,,,addnewcard,41602
41807,Charge,ch_3SIA0jLrnBTnlT7b15wD3PXL,14/10/2025 15:19,41807:Three Seventy,561.17,aud,561.17,0,561.17,aud,41807_for_stripe,cus_Ory0sXxUr9HvCO,,,addnewcard,41807
41813,Charge,ch_3SIA0lLrnBTnlT7b0myGa4kd,14/10/2025 15:19,41813:Project Hair,339.9,aud,339.9,0,339.9,aud,41813_for_stripe,cus_SwQZvF5HKB14fr,,,addnewcard,41813
41817,Charge,ch_3SIA0oLrnBTnlT7b0GLtA7zY,14/10/2025 15:19,41817:Rokstar Salon,409.53,aud,409.53,0,409.53,aud,41817_for_stripe,cus_OgN9xfJJJvVzrU,,,addnewcard,41817
41994,Charge,ch_3SIA0qLrnBTnlT7b0XXbPi0F,14/10/2025 15:19,41994:Pure Bliss Beautique,97.9,aud,97.9,0,97.9,aud,41994_for_stripe,cus_LCAXc03OPx04hx,,,paysignupbycard1,41994
41997,Charge,ch_3SIA0tLrnBTnlT7b0JTaCj6k,14/10/2025 15:19,41997:Self the Salon,384.01,aud,384.01,0,384.01,aud,41997_for_stripe,cus_PnnIXPkmUI6TvS,,,addnewcard,41997
42016,Charge,ch_3SIA0vLrnBTnlT7b1aBFQzEY,14/10/2025 15:19,42016:Will and Peta Skin Clinic,228.87,aud,228.87,0,228.87,aud,42016_for_stripe,cus_LCbT7Tw2Z5vZFt,,,paysignupbycard1,42016
42069,Charge,ch_3SIA0yLrnBTnlT7b0nBgmV76,14/10/2025 15:19,42069:Exhilarate Hair & Body,353.9,aud,353.9,0,353.9,aud,42069_for_stripe,cus_LDcM9c3nwmuER5,,,paysignupbycard1,42069
42207,Charge,ch_3SIA13LrnBTnlT7b0AUs5DPf,14/10/2025 15:19,42207:Tsiknaris Hair,455.28,aud,455.28,0,455.28,aud,42207_for_stripe,cus_LGHaD2x2MriZbP,,,paysignupbycard1,42207
42289,Charge,ch_3SIA15LrnBTnlT7b0FYiHlrN,14/10/2025 15:19,42289:The Cosmetic Hub,479.51,aud,479.51,0,479.51,aud,42289_for_stripe,cus_RPFhi3KOFl47FZ,,,addnewcard,42289
42331,Charge,ch_3SIA17LrnBTnlT7b0BMDtFDg,14/10/2025 15:20,42331:Zest Hair Bundaberg,566.5,aud,566.5,0,566.5,aud,42331_for_stripe,cus_SLkpc1ffoUe6Nx,,,addnewcard,42331
42382,Charge,ch_3SIA1ALrnBTnlT7b1t9MCfQ5,14/10/2025 15:20,42382:Dermalogica Chatswood,447.23,aud,447.23,0,447.23,aud,42382_for_stripe,cus_QPu8brXeBVatq3,,,addnewcard,42382
42527,Charge,ch_3SIA1DLrnBTnlT7b0DfD0hjt,14/10/2025 15:20,42527:Koz Style Pty Ltd Trading As Milk Hair,437.7,aud,437.7,0,437.7,aud,42527_for_stripe,cus_MuFa1pkgVZB7Im,,,addnewcard,42527
42586,Charge,ch_3SIA1FLrnBTnlT7b1SfMsTul,14/10/2025 15:20,42586:Body Freedom Urban Spa & Clinic,380.66,aud,380.66,0,380.66,aud,42586_for_stripe,cus_LNOZwPESZnuXDi,,,paysignupbycard1,42586
42702,Charge,ch_3SIA1HLrnBTnlT7b13U6j2lw,14/10/2025 15:20,42702:Joint Hair Pty Ltd ,436.74,aud,436.74,0,436.74,aud,42702_for_stripe,cus_SspLxxO5Wc4pXk,,,addnewcard,42702
42703,Charge,ch_3SIA1KLrnBTnlT7b1UGqxD2Y,14/10/2025 15:20,42703:Pulse Laser at The Chookpen Spa,366.33,aud,366.33,0,366.33,aud,42703_for_stripe,cus_RHs1SeucNsjfHG,,,addnewcard,42703
42711,Charge,ch_3SIA1MLrnBTnlT7b1R7veaEQ,14/10/2025 15:20,42711:Bespoke Facial & Body Clinic,381.29,aud,381.29,0,381.29,aud,42711_for_stripe,cus_LQ8zJpV5UkA9z3,,,paysignupbycard1,42711
43218,Charge,ch_3SIA1PLrnBTnlT7b1cc0JD42,14/10/2025 15:20,43218:DIMATTIA & CO,334.4,aud,334.4,0,334.4,aud,43218_for_stripe,cus_LaegTfqvt2Ri23,,,paysignupbycard1,43218
43235,Charge,ch_3SIA1RLrnBTnlT7b0qy23hvz,14/10/2025 15:20,43235:Helens Eyelashes,125.4,aud,125.4,0,125.4,aud,43235_for_stripe,cus_M3RTd8rdvnC2ku,,,addnewcard,43235
43301,Charge,ch_3SIA1TLrnBTnlT7b0sFHtKgv,14/10/2025 15:20,43301:Refresh & Rejuvenate Skin Spa Beauty,341.36,aud,341.36,0,341.36,aud,43301_for_stripe,cus_Lcu0SNt3xTVWiU,,,paysignupbycard1,43301
43363,Charge,ch_3SIA1WLrnBTnlT7b1mD1dKMA,14/10/2025 15:20,43363:OMBRE BEAUTY PTY LTD,325.29,aud,325.29,0,325.29,aud,43363_for_stripe,cus_MIR9OQVunPW6nL,,,addnewcard,43363
43374,Charge,ch_3SIA1YLrnBTnlT7b1ssRhAuO,14/10/2025 15:20,43374:Palm Beach Currumbin Cosmetic Nurse,97.9,aud,97.9,0,97.9,aud,43374_for_stripe,cus_SLlH9wSgsDoPrL,,,addnewcard,43374
43414,Charge,ch_3SIA1aLrnBTnlT7b1cDT92kj,14/10/2025 15:20,43414:Hair Boutique with Tegan NSW Pty Ltd,97.9,aud,97.9,0,97.9,aud,43414_for_stripe,cus_RtHYcwAiWvC9Jh,,,addnewcard,43414
43603,Charge,ch_3SIA1dLrnBTnlT7b0bYdYFGi,14/10/2025 15:20,43603:Atelier Hair,337.45,aud,337.45,0,337.45,aud,43603_for_stripe,cus_RdBoBgXseE79zR,,,addnewcard,43603
43634,Charge,ch_3SIA1fLrnBTnlT7b1bO429w8,14/10/2025 15:20,43634:QUE Colour,395.13,aud,395.13,0,395.13,aud,43634_for_stripe,cus_SLmk661vTuIcN7,,,addnewcard,43634
